iter	Passed	Remaining
1832	1172	2026
1833	1173	2025
1834	1174	2025
1835	1174	2024
1836	1175	2023
1837	1175	2022
1838	1176	2022
1839	1177	2021
1840	1177	2020
1841	1178	2020
1842	1179	2019
1843	1179	2019
1844	1180	2018
1845	1181	2018
1846	1182	2017
1847	1182	2017
1848	1183	2016
1849	1183	2015
1850	1184	2015
1851	1185	2014
1852	1185	2013
1853	1186	2013
1854	1187	2012
1855	1187	2011
1856	1188	2011
1857	1188	2010
1858	1189	2009
1859	1189	2008
1860	1190	2007
1861	1191	2007
1862	1191	2006
1863	1192	2006
1864	1192	2005
1865	1193	2004
1866	1194	2003
1867	1194	2002
1868	1195	2002
1869	1195	2001
1870	1196	2000
1871	1196	1999
1872	1197	1999
1873	1197	1998
1874	1198	1997
1875	1198	1996
1876	1199	1995
1877	1200	1995
1878	1200	1994
1879	1201	1993
1880	1201	1992
1881	1202	1991
1882	1202	1991
1883	1203	1990
1884	1203	1989
1885	1204	1988
1886	1205	1987
1887	1205	1987
1888	1206	1986
1889	1206	1985
1890	1207	1984
1891	1207	1984
1892	1208	1983
1893	1208	1982
1894	1209	1981
1895	1210	1981
1896	1210	1980
1897	1211	1979
1898	1211	1978
1899	1212	1978
1900	1213	1977
1901	1213	1976
1902	1214	1975
1903	1214	1975
1904	1215	1974
1905	1215	1973
1906	1216	1972
1907	1216	1971
1908	1217	1971
1909	1217	1970
1910	1218	1969
1911	1219	1968
1912	1219	1968
1913	1220	1967
1914	1220	1966
1915	1221	1965
1916	1221	1965
1917	1222	1964
1918	1223	1963
1919	1223	1962
1920	1224	1962
1921	1224	1961
1922	1225	1960
1923	1225	1959
1924	1226	1959
1925	1227	1958
1926	1227	1958
1927	1228	1957
1928	1229	1956
1929	1229	1955
1930	1230	1955
1931	1230	1954
1932	1231	1953
1933	1231	1953
1934	1232	1952
1935	1233	1951
1936	1233	1950
1937	1234	1950
1938	1234	1949
1939	1235	1948
1940	1235	1947
1941	1236	1947
1942	1236	1946
1943	1237	1945
1944	1238	1944
1945	1238	1943
1946	1239	1943
1947	1239	1942
1948	1240	1941
1949	1240	1940
1950	1241	1940
1951	1241	1939
1952	1242	1938
1953	1243	1937
1954	1243	1937
1955	1244	1936
1956	1244	1935
1957	1245	1934
1958	1245	1934
1959	1246	1933
1960	1247	1932
1961	1247	1932
1962	1248	1931
1963	1249	1930
1964	1249	1930
1965	1250	1929
1966	1250	1928
1967	1251	1928
1968	1252	1927
1969	1252	1926
1970	1253	1926
1971	1253	1925
1972	1254	1924
1973	1255	1923
1974	1255	1923
1975	1256	1922
1976	1256	1922
1977	1257	1921
1978	1258	1920
1979	1258	1919
1980	1259	1918
1981	1260	1919
1982	1260	1918
1983	1261	1917
1984	1262	1916
1985	1262	1916
1986	1263	1915
1987	1263	1914
1988	1264	1913
1989	1264	1913
1990	1265	1912
1991	1266	1911
1992	1266	1911
1993	1267	1910
1994	1267	1909
1995	1268	1908
1996	1268	1908
1997	1269	1907
1998	1270	1906
1999	1271	1907
2000	1272	1906
2001	1272	1905
2002	1273	1905
2003	1273	1904
2004	1274	1903
2005	1274	1902
2006	1275	1902
2007	1275	1901
2008	1276	1900
2009	1277	1899
2010	1277	1898
2011	1278	1898
2012	1278	1897
2013	1279	1896
2014	1279	1895
2015	1280	1895
2016	1281	1894
2017	1281	1893
2018	1282	1893
2019	1282	1892
2020	1283	1891
2021	1283	1890
2022	1284	1890
2023	1285	1889
2024	1285	1888
2025	1286	1887
2026	1286	1887
2027	1287	1886
2028	1287	1885
2029	1288	1884
2030	1288	1884
2031	1289	1883
2032	1290	1882
2033	1290	1882
2034	1291	1881
2035	1291	1880
2036	1292	1879
2037	1292	1879
2038	1293	1878
2039	1294	1877
2040	1295	1877
2041	1295	1877
2042	1296	1876
2043	1297	1875
2044	1297	1874
2045	1298	1874
2046	1298	1873
2047	1299	1872
2048	1299	1872
2049	1300	1871
2050	1300	1870
2051	1301	1869
2052	1301	1868
2053	1302	1868
2054	1303	1867
2055	1303	1866
2056	1304	1866
2057	1304	1865
2058	1305	1864
2059	1306	1863
2060	1306	1863
2061	1307	1862
2062	1307	1861
2063	1308	1860
2064	1308	1860
2065	1309	1859
2066	1310	1858
2067	1310	1858
2068	1311	1857
2069	1311	1856
2070	1312	1855
2071	1312	1855
2072	1313	1854
2073	1314	1854
2074	1314	1853
2075	1315	1852
2076	1315	1851
2077	1316	1851
2078	1317	1850
2079	1317	1849
2080	1318	1849
2081	1318	1848
2082	1319	1847
2083	1320	1847
2084	1320	1846
2085	1321	1845
2086	1321	1844
2087	1322	1844
2088	1322	1843
2089	1323	1842
2090	1324	1842
2091	1324	1841
2092	1325	1840
2093	1326	1840
2094	1326	1839
2095	1327	1838
2096	1327	1837
2097	1328	1837
2098	1328	1836
2099	1329	1835
2100	1329	1835
2101	1330	1834
2102	1331	1833
2103	1331	1832
2104	1332	1832
2105	1332	1831
2106	1333	1830
2107	1333	1830
2108	1334	1829
2109	1335	1828
2110	1335	1828
2111	1336	1827
2112	1336	1826
2113	1337	1825
2114	1338	1825
2115	1338	1824
2116	1339	1823
2117	1339	1823
2118	1340	1822
2119	1341	1822
2120	1342	1821
2121	1342	1821
2122	1343	1820
2123	1344	1820
2124	1344	1819
2125	1345	1818
2126	1345	1818
2127	1346	1817
2128	1347	1816
2129	1347	1815
2130	1348	1815
2131	1348	1814
2132	1349	1813
2133	1350	1813
2134	1350	1812
2135	1351	1811
2136	1351	1811
2137	1352	1810
2138	1353	1809
2139	1353	1809
2140	1354	1808
2141	1354	1807
2142	1355	1806
2143	1356	1806
2144	1356	1805
2145	1357	1804
2146	1357	1804
2147	1358	1803
2148	1358	1802
2149	1359	1802
2150	1359	1801
2151	1360	1800
2152	1361	1799
2153	1361	1799
2154	1362	1798
2155	1362	1797
2156	1363	1797
2157	1363	1796
2158	1364	1795
2159	1365	1794
2160	1365	1794
2161	1366	1793
2162	1367	1793
2163	1368	1793
2164	1368	1792
2165	1369	1791
2166	1369	1790
2167	1370	1790
2168	1370	1789
2169	1371	1788
2170	1372	1788
2171	1373	1788
2172	1373	1787
2173	1374	1786
2174	1374	1785
2175	1375	1785
2176	1376	1784
2177	1376	1783
2178	1377	1783
2179	1378	1783
2180	1379	1782
2181	1379	1781
2182	1380	1780
2183	1380	1780
2184	1381	1779
2185	1381	1778
2186	1382	1778
2187	1382	1777
2188	1383	1776
2189	1384	1775
2190	1384	1775
2191	1385	1774
2192	1385	1773
2193	1386	1773
2194	1386	1772
2195	1387	1771
2196	1388	1770
2197	1388	1770
2198	1389	1769
2199	1389	1768
2200	1390	1767
2201	1390	1767
2202	1391	1766
2203	1391	1765
2204	1392	1765
2205	1393	1764
2206	1393	1763
2207	1394	1762
2208	1394	1762
2209	1395	1761
2210	1396	1761
2211	1396	1760
2212	1397	1759
2213	1397	1759
2214	1398	1758
2215	1399	1757
2216	1399	1756
2217	1400	1756
2218	1400	1755
2219	1401	1754
2220	1401	1754
2221	1402	1753
2222	1403	1753
2223	1404	1752
2224	1404	1751
2225	1405	1751
2226	1405	1750
2227	1406	1750
2228	1407	1749
2229	1407	1748
2230	1408	1747
2231	1408	1747
2232	1409	1746
2233	1410	1745
2234	1410	1745
2235	1411	1744
2236	1411	1743
2237	1412	1743
2238	1413	1742
2239	1414	1742
2240	1414	1741
2241	1415	1741
2242	1416	1740
2243	1416	1739
2244	1417	1739
2245	1417	1738
2246	1418	1737
2247	1419	1737
2248	1419	1736
2249	1420	1736
2250	1421	1735
2251	1421	1734
2252	1422	1734
2253	1422	1733
2254	1423	1732
2255	1424	1732
2256	1424	1731
2257	1425	1730
2258	1426	1730
2259	1426	1729
2260	1427	1729
2261	1427	1728
2262	1428	1727
2263	1428	1726
2264	1429	1726
2265	1430	1725
2266	1430	1724
2267	1431	1724
2268	1431	1723
2269	1432	1722
2270	1433	1722
2271	1433	1721
2272	1434	1721
2273	1435	1720
2274	1435	1719
2275	1436	1719
2276	1436	1718
2277	1437	1717
2278	1437	1716
2279	1438	1716
2280	1439	1715
2281	1439	1714
2282	1440	1713
2283	1440	1713
2284	1441	1712
2285	1442	1712
2286	1442	1711
2287	1443	1710
2288	1444	1710
2289	1445	1710
2290	1445	1709
2291	1446	1709
2292	1447	1708
2293	1447	1707
2294	1448	1706
2295	1448	1706
2296	1449	1705
2297	1449	1704
2298	1450	1704
2299	1451	1703
2300	1451	1702
2301	1452	1701
2302	1452	1701
2303	1453	1700
2304	1454	1700
2305	1455	1700
2306	1455	1699
2307	1456	1698
2308	1457	1698
2309	1457	1697
2310	1458	1696
2311	1459	1696
2312	1459	1695
2313	1460	1695
2314	1460	1694
2315	1461	1693
2316	1462	1692
2317	1462	1692
2318	1463	1691
2319	1463	1690
2320	1464	1690
2321	1464	1689
2322	1465	1688
2323	1466	1688
2324	1466	1687
2325	1467	1686
2326	1467	1686
2327	1468	1685
2328	1468	1684
2329	1469	1684
2330	1470	1683
2331	1470	1682
2332	1471	1681
2333	1472	1682
2334	1473	1681
2335	1473	1680
2336	1474	1679
2337	1475	1679
2338	1475	1678
2339	1476	1678
2340	1476	1677
2341	1477	1677
2342	1478	1676
2343	1479	1675
2344	1479	1675
2345	1480	1674
2346	1480	1674
2347	1481	1673
2348	1482	1672
2349	1482	1672
2350	1483	1671
2351	1484	1670
2352	1484	1670
2353	1485	1669
2354	1485	1668
2355	1486	1668
2356	1486	1667
2357	1487	1666
2358	1488	1665
2359	1488	1665
2360	1489	1664
2361	1489	1664
2362	1490	1663
2363	1491	1662
2364	1491	1662
2365	1492	1661
2366	1492	1660
2367	1493	1659
2368	1494	1659
2369	1494	1658
2370	1495	1657
2371	1495	1657
2372	1496	1656
2373	1496	1655
2374	1497	1655
2375	1498	1654
2376	1498	1653
2377	1499	1653
2378	1499	1652
2379	1500	1651
2380	1500	1650
2381	1501	1650
2382	1502	1649
2383	1502	1648
2384	1503	1648
2385	1503	1647
2386	1504	1646
2387	1504	1646
2388	1505	1645
2389	1506	1645
2390	1507	1644
2391	1507	1644
2392	1508	1643
2393	1509	1642
2394	1509	1642
2395	1510	1641
2396	1511	1640
2397	1511	1640
2398	1512	1639
2399	1512	1638
2400	1513	1638
2401	1514	1637
2402	1514	1636
2403	1515	1636
2404	1515	1635
2405	1516	1634
2406	1517	1634
2407	1517	1633
2408	1518	1632
2409	1518	1632
2410	1519	1631
2411	1519	1630
2412	1520	1630
2413	1521	1629
2414	1521	1628
2415	1522	1628
2416	1522	1627
2417	1524	1627
2418	1524	1626
2419	1525	1626
2420	1525	1625
2421	1526	1624
2422	1526	1624
2423	1527	1623
2424	1528	1622
2425	1528	1621
2426	1529	1621
2427	1529	1620
2428	1530	1620
2429	1531	1619
2430	1531	1618
2431	1532	1618
2432	1533	1617
2433	1533	1616
2434	1534	1616
2435	1534	1615
2436	1535	1614
2437	1535	1614
2438	1536	1613
2439	1537	1612
2440	1537	1612
2441	1538	1611
2442	1539	1610
2443	1539	1610
2444	1540	1609
2445	1540	1608
2446	1541	1608
2447	1541	1607
2448	1542	1606
2449	1543	1606
2450	1543	1605
2451	1544	1604
2452	1544	1603
2453	1545	1603
2454	1545	1602
2455	1546	1601
2456	1546	1601
2457	1547	1600
2458	1548	1599
2459	1548	1598
2460	1549	1598
2461	1549	1597
2462	1550	1596
2463	1550	1596
2464	1551	1595
2465	1552	1594
2466	1552	1594
2467	1553	1593
2468	1553	1592
2469	1554	1592
2470	1554	1591
2471	1555	1590
2472	1556	1590
2473	1556	1589
2474	1557	1588
2475	1557	1588
2476	1558	1587
2477	1559	1586
2478	1559	1586
2479	1560	1585
2480	1560	1584
2481	1561	1583
2482	1561	1583
2483	1562	1582
2484	1563	1582
2485	1563	1581
2486	1564	1580
2487	1564	1579
2488	1565	1579
2489	1565	1578
2490	1566	1577
2491	1567	1577
2492	1567	1576
2493	1568	1576
2494	1568	1575
2495	1569	1574
2496	1570	1573
2497	1570	1573
2498	1571	1572
2499	1571	1571
2500	1572	1571
2501	1572	1570
2502	1573	1569
2503	1574	1569
2504	1574	1568
2505	1575	1567
2506	1575	1567
2507	1576	1566
2508	1577	1565
2509	1577	1564
2510	1578	1564
2511	1578	1563
2512	1579	1563
2513	1579	1562
2514	1580	1561
2515	1581	1560
2516	1581	1560
2517	1582	1559
2518	1582	1558
2519	1583	1558
2520	1583	1557
2521	1584	1556
2522	1585	1556
2523	1585	1555
2524	1586	1554
2525	1587	1554
2526	1587	1553
2527	1588	1553
2528	1588	1552
2529	1589	1551
2530	1589	1550
2531	1590	1550
2532	1591	1549
2533	1591	1548
2534	1592	1548
2535	1592	1547
2536	1593	1546
2537	1593	1546
2538	1594	1545
2539	1594	1544
2540	1595	1544
2541	1596	1543
2542	1596	1542
2543	1597	1542
2544	1597	1541
2545	1598	1540
2546	1599	1540
2547	1599	1539
2548	1600	1538
2549	1600	1538
2550	1601	1537
2551	1601	1536
2552	1602	1535
2553	1603	1535
2554	1604	1535
2555	1604	1534
2556	1605	1533
2557	1605	1533
2558	1606	1532
2559	1607	1531
2560	1607	1530
2561	1608	1530
2562	1608	1529
2563	1609	1528
2564	1609	1528
2565	1610	1527
2566	1610	1526
2567	1611	1526
2568	1612	1525
2569	1612	1524
2570	1613	1524
2571	1614	1523
2572	1614	1523
2573	1615	1522
2574	1615	1521
2575	1616	1521
2576	1617	1520
2577	1617	1519
2578	1618	1519
2579	1618	1518
2580	1619	1517
2581	1619	1517
2582	1620	1516
2583	1621	1515
2584	1621	1515
2585	1622	1514
2586	1622	1513
2587	1623	1513
2588	1623	1512
2589	1624	1511
2590	1625	1511
2591	1625	1510
2592	1626	1509
2593	1627	1509
2594	1627	1508
2595	1628	1507
2596	1629	1507
2597	1629	1506
2598	1630	1506
2599	1630	1505
2600	1631	1504
2601	1631	1503
2602	1632	1503
2603	1633	1502
2604	1633	1501
2605	1634	1501
2606	1634	1500
2607	1635	1500
2608	1636	1499
2609	1636	1498
2610	1637	1498
2611	1637	1497
2612	1638	1496
2613	1638	1495
2614	1639	1495
2615	1640	1494
2616	1640	1493
2617	1641	1493
2618	1641	1492
2619	1642	1491
2620	1643	1492
2621	1644	1491
2622	1645	1490
2623	1645	1490
2624	1646	1489
2625	1646	1488
2626	1647	1488
2627	1648	1487
2628	1648	1486
2629	1649	1486
2630	1649	1485
2631	1650	1484
2632	1651	1484
2633	1651	1483
2634	1652	1482
2635	1652	1482
2636	1653	1481
2637	1653	1480
2638	1654	1480
2639	1654	1479
2640	1655	1478
2641	1656	1478
2642	1656	1477
2643	1657	1476
2644	1658	1476
2645	1659	1475
2646	1659	1475
2647	1660	1474
2648	1660	1473
2649	1661	1473
2650	1661	1472
2651	1662	1471
2652	1662	1471
2653	1663	1470
2654	1664	1469
2655	1664	1469
2656	1665	1468
2657	1666	1468
2658	1666	1467
2659	1667	1466
2660	1668	1466
2661	1669	1466
2662	1669	1465
2663	1670	1464
2664	1670	1464
2665	1671	1463
2666	1672	1462
2667	1672	1462
2668	1673	1461
2669	1673	1460
2670	1674	1460
2671	1675	1459
2672	1675	1458
2673	1676	1458
2674	1676	1457
2675	1677	1456
2676	1678	1456
2677	1678	1455
2678	1679	1454
2679	1679	1454
2680	1680	1453
2681	1680	1452
2682	1681	1451
2683	1681	1451
2684	1682	1450
2685	1683	1450
2686	1683	1449
2687	1684	1448
2688	1684	1448
2689	1685	1447
2690	1686	1446
2691	1686	1446
2692	1687	1445
2693	1688	1444
2694	1688	1444
2695	1689	1443
2696	1689	1442
2697	1690	1442
2698	1690	1441
2699	1692	1441
2700	1692	1440
2701	1693	1440
2702	1694	1439
2703	1694	1439
2704	1695	1438
2705	1695	1437
2706	1696	1437
2707	1697	1436
2708	1697	1435
2709	1698	1435
2710	1699	1434
2711	1699	1433
2712	1700	1433
2713	1700	1432
2714	1701	1431
2715	1701	1431
2716	1702	1430
2717	1703	1429
2718	1703	1429
2719	1705	1429
2720	1706	1429
2721	1706	1428
2722	1707	1427
2723	1708	1427
2724	1708	1426
2725	1709	1425
2726	1709	1425
2727	1710	1424
2728	1710	1423
2729	1711	1423
2730	1712	1422
2731	1712	1421
2732	1713	1421
2733	1713	1420
2734	1714	1419
2735	1715	1419
2736	1715	1418
2737	1716	1417
2738	1716	1417
2739	1717	1416
2740	1717	1415
2741	1718	1415
2742	1719	1414
2743	1719	1413
2744	1720	1413
2745	1720	1412
2746	1721	1411
2747	1722	1411
2748	1722	1410
2749	1723	1409
2750	1723	1409
2751	1724	1408
2752	1724	1407
2753	1725	1407
2754	1725	1406
2755	1726	1405
2756	1727	1405
2757	1727	1404
2758	1728	1403
2759	1728	1403
2760	1729	1402
2761	1730	1401
2762	1730	1401
2763	1731	1400
2764	1731	1399
2765	1732	1399
2766	1733	1398
2767	1733	1398
2768	1734	1397
2769	1735	1396
2770	1735	1396
2771	1736	1395
2772	1736	1394
2773	1737	1394
2774	1738	1393
2775	1738	1392
2776	1739	1392
2777	1739	1391
2778	1740	1390
2779	1740	1390
2780	1741	1389
2781	1741	1388
2782	1742	1388
2783	1743	1387
2784	1743	1386
2785	1744	1386
2786	1744	1385
2787	1745	1384
2788	1745	1384
2789	1747	1383
2790	1747	1383
2791	1748	1382
2792	1748	1381
2793	1749	1381
2794	1750	1380
2795	1750	1379
2796	1751	1379
2797	1751	1378
2798	1752	1378
2799	1752	1377
2800	1753	1376
2801	1754	1375
2802	1754	1375
2803	1755	1374
2804	1755	1374
2805	1756	1373
2806	1757	1372
2807	1757	1372
2808	1758	1371
2809	1758	1370
2810	1759	1370
2811	1760	1369
2812	1760	1368
2813	1761	1368
2814	1761	1367
2815	1762	1366
2816	1763	1366
2817	1763	1365
2818	1764	1364
2819	1764	1364
2820	1766	1364
2821	1766	1363
2822	1767	1362
2823	1767	1362
2824	1768	1361
2825	1769	1360
2826	1769	1360
2827	1770	1359
2828	1770	1358
2829	1771	1358
2830	1771	1357
2831	1772	1356
2832	1773	1356
2833	1773	1355
2834	1774	1354
2835	1774	1354
2836	1775	1353
2837	1776	1353
2838	1776	1352
2839	1777	1351
2840	1777	1351
2841	1778	1350
2842	1779	1349
2843	1779	1349
2844	1780	1349
2845	1781	1348
2846	1782	1347
2847	1782	1347
2848	1783	1346
2849	1784	1345
2850	1784	1345
2851	1785	1345
2852	1786	1344
2853	1787	1343
2854	1787	1343
2855	1788	1342
2856	1789	1341
2857	1789	1341
2858	1790	1340
2859	1790	1340
2860	1791	1339
2861	1792	1338
2862	1792	1338
2863	1793	1337
2864	1793	1336
2865	1794	1336
2866	1795	1335
2867	1795	1334
2868	1796	1334
2869	1796	1333
2870	1797	1332
2871	1798	1332
2872	1798	1331
2873	1799	1330
2874	1799	1330
2875	1800	1329
2876	1801	1329
2877	1801	1328
2878	1802	1327
2879	1802	1326
2880	1803	1326
2881	1804	1326
2882	1805	1325
2883	1805	1324
2884	1806	1324
2885	1806	1323
2886	1807	1322
2887	1808	1322
2888	1808	1321
2889	1809	1320
2890	1809	1320
2891	1810	1319
2892	1810	1318
2893	1811	1318
2894	1812	1317
2895	1812	1316
2896	1813	1316
2897	1813	1315
2898	1814	1315
2899	1815	1314
2900	1815	1313
2901	1816	1313
2902	1816	1312
2903	1817	1311
2904	1818	1311
2905	1818	1310
2906	1819	1309
2907	1819	1309
2908	1820	1308
2909	1821	1307
2910	1821	1307
2911	1822	1306
2912	1822	1305
2913	1823	1305
2914	1824	1304
2915	1824	1304
2916	1825	1303
2917	1825	1302
2918	1826	1301
2919	1826	1301
2920	1827	1300
2921	1827	1299
2922	1828	1299
2923	1829	1298
2924	1829	1298
2925	1830	1297
2926	1831	1296
2927	1831	1296
2928	1832	1295
2929	1833	1295
2930	1833	1294
2931	1834	1293
2932	1835	1293
2933	1835	1292
2934	1836	1291
2935	1836	1291
2936	1837	1290
2937	1838	1290
2938	1838	1289
2939	1839	1288
2940	1839	1288
2941	1840	1287
2942	1841	1286
2943	1841	1286
2944	1842	1285
2945	1842	1284
2946	1843	1284
2947	1844	1283
2948	1844	1282
2949	1845	1282
2950	1845	1281
2951	1846	1280
2952	1847	1280
2953	1847	1279
2954	1848	1279
2955	1848	1278
2956	1849	1277
2957	1849	1277
2958	1850	1276
2959	1851	1275
2960	1851	1275
2961	1852	1274
2962	1852	1273
2963	1853	1273
2964	1854	1272
2965	1854	1271
2966	1855	1271
2967	1856	1270
2968	1856	1270
2969	1857	1269
2970	1857	1268
2971	1858	1268
2972	1858	1267
2973	1859	1266
2974	1859	1266
2975	1860	1265
2976	1861	1264
2977	1861	1264
2978	1862	1263
2979	1862	1262
2980	1863	1262
2981	1863	1261
2982	1864	1260
2983	1864	1259
2984	1865	1259
2985	1866	1258
2986	1866	1257
2987	1867	1257
2988	1867	1256
2989	1868	1256
2990	1868	1255
2991	1869	1254
2992	1870	1254
2993	1870	1253
2994	1871	1252
2995	1871	1252
2996	1872	1251
2997	1872	1250
2998	1873	1250
2999	1874	1249
3000	1874	1248
3001	1876	1248
3002	1876	1247
3003	1877	1247
3004	1878	1247
3005	1878	1246
3006	1879	1245
3007	1880	1245
3008	1880	1244
3009	1881	1243
3010	1881	1243
3011	1882	1242
3012	1883	1241
3013	1883	1241
3014	1884	1240
3015	1884	1239
3016	1885	1239
3017	1886	1239
3018	1887	1238
3019	1887	1237
3020	1888	1237
3021	1889	1236
3022	1889	1235
3023	1890	1235
3024	1890	1234
3025	1891	1233
3026	1891	1233
3027	1892	1232
3028	1893	1231
3029	1893	1231
3030	1894	1230
3031	1894	1229
3032	1895	1229
3033	1895	1228
3034	1896	1227
3035	1897	1227
3036	1898	1227
3037	1898	1226
3038	1899	1225
3039	1900	1225
3040	1900	1224
3041	1901	1223
3042	1901	1223
3043	1902	1222
3044	1903	1221
3045	1903	1221
3046	1904	1220
3047	1904	1219
3048	1905	1219
3049	1906	1218
3050	1906	1218
3051	1907	1217
3052	1907	1216
3053	1908	1216
3054	1908	1215
3055	1909	1214
3056	1910	1214
3057	1910	1213
3058	1911	1212
3059	1911	1212
3060	1912	1211
3061	1912	1210
3062	1913	1210
3063	1914	1209
3064	1914	1208
3065	1915	1208
3066	1915	1207
3067	1916	1206
3068	1917	1206
3069	1917	1205
3070	1918	1204
3071	1918	1204
3072	1919	1203
3073	1920	1203
3074	1920	1202
3075	1921	1201
3076	1922	1201
3077	1922	1200
3078	1923	1200
3079	1923	1199
3080	1924	1198
3081	1925	1198
3082	1925	1197
3083	1926	1196
3084	1926	1196
3085	1927	1195
3086	1928	1194
3087	1928	1194
3088	1929	1193
3089	1929	1192
3090	1930	1192
3091	1931	1191
3092	1931	1191
3093	1932	1190
3094	1933	1189
3095	1933	1189
3096	1934	1188
3097	1934	1187
3098	1935	1187
3099	1936	1186
3100	1936	1185
3101	1937	1185
3102	1937	1184
3103	1938	1183
3104	1938	1183
3105	1939	1182
3106	1939	1181
3107	1940	1181
3108	1941	1180
3109	1941	1180
3110	1942	1179
3111	1942	1178
3112	1943	1178
3113	1943	1177
3114	1944	1176
3115	1945	1176
3116	1945	1175
3117	1946	1174
3118	1946	1174
3119	1947	1173
3120	1948	1172
3121	1948	1172
3122	1949	1171
3123	1950	1171
3124	1950	1170
3125	1951	1169
3126	1951	1169
3127	1952	1168
3128	1952	1167
3129	1953	1167
3130	1954	1166
3131	1954	1165
3132	1955	1165
3133	1955	1164
3134	1956	1163
3135	1957	1163
3136	1957	1162
3137	1958	1162
3138	1959	1161
3139	1959	1160
3140	1960	1160
3141	1960	1159
3142	1961	1158
3143	1961	1158
3144	1962	1157
3145	1963	1156
3146	1963	1156
3147	1964	1155
3148	1965	1155
3149	1966	1154
3150	1966	1154
3151	1967	1153
3152	1968	1153
3153	1969	1152
3154	1969	1151
3155	1970	1151
3156	1970	1150
3157	1971	1149
3158	1972	1149
3159	1973	1148
3160	1973	1148
3161	1974	1147
3162	1975	1147
3163	1975	1146
3164	1976	1145
3165	1977	1145
3166	1977	1144
3167	1978	1143
3168	1978	1143
3169	1979	1142
3170	1979	1142
3171	1980	1141
3172	1981	1140
3173	1981	1140
3174	1982	1139
3175	1983	1138
3176	1983	1138
3177	1984	1137
3178	1985	1137
3179	1985	1136
3180	1986	1135
3181	1987	1135
3182	1987	1134
3183	1988	1134
3184	1989	1133
3185	1989	1132
3186	1990	1132
3187	1991	1131
3188	1991	1131
3189	1992	1130
3190	1992	1129
3191	1993	1129
3192	1993	1128
3193	1994	1127
3194	1995	1127
3195	1995	1126
3196	1996	1125
3197	1996	1125
3198	1997	1124
3199	1998	1123
3200	1998	1123
3201	1999	1122
3202	1999	1122
3203	2000	1121
3204	2001	1120
3205	2001	1120
3206	2002	1119
3207	2002	1118
3208	2003	1118
3209	2004	1117
3210	2004	1116
3211	2005	1116
3212	2005	1115
3213	2006	1114
3214	2007	1114
3215	2008	1114
3216	2009	1113
3217	2009	1112
3218	2010	1112
3219	2010	1111
3220	2011	1110
3221	2011	1110
3222	2012	1109
3223	2013	1108
3224	2013	1108
3225	2014	1107
3226	2015	1107
3227	2015	1106
3228	2016	1105
3229	2016	1105
3230	2017	1104
3231	2018	1103
3232	2018	1103
3233	2019	1102
3234	2019	1101
3235	2020	1101
3236	2020	1100
3237	2021	1099
3238	2021	1099
3239	2022	1098
3240	2023	1098
3241	2024	1097
3242	2024	1096
3243	2025	1096
3244	2025	1095
3245	2026	1094
3246	2026	1094
3247	2027	1093
3248	2028	1092
3249	2028	1092
3250	2029	1091
3251	2029	1090
3252	2030	1090
3253	2030	1089
3254	2031	1089
3255	2032	1088
3256	2032	1087
3257	2033	1087
3258	2033	1086
3259	2034	1085
3260	2034	1085
3261	2035	1084
3262	2036	1083
3263	2036	1083
3264	2037	1082
3265	2038	1082
3266	2038	1081
3267	2039	1080
3268	2039	1080
3269	2040	1079
3270	2040	1078
3271	2041	1078
3272	2042	1077
3273	2042	1076
3274	2043	1076
3275	2043	1075
3276	2044	1074
3277	2044	1074
3278	2045	1073
3279	2046	1072
3280	2046	1072
3281	2047	1071
3282	2047	1071
3283	2048	1070
3284	2049	1069
3285	2049	1069
3286	2050	1068
3287	2050	1067
3288	2051	1067
3289	2051	1066
3290	2052	1065
3291	2053	1065
3292	2053	1064
3293	2054	1063
3294	2055	1063
3295	2055	1062
3296	2056	1062
3297	2056	1061
3298	2057	1060
3299	2057	1060
3300	2058	1059
3301	2059	1058
3302	2059	1058
3303	2060	1057
3304	2060	1056
3305	2061	1056
3306	2062	1055
3307	2062	1055
3308	2063	1054
3309	2063	1053
3310	2064	1053
3311	2064	1052
3312	2065	1051
3313	2066	1051
3314	2066	1050
3315	2067	1049
3316	2067	1049
3317	2068	1048
3318	2068	1047
3319	2069	1047
3320	2069	1046
3321	2070	1045
3322	2070	1045
3323	2071	1044
3324	2072	1043
3325	2072	1043
3326	2073	1042
3327	2073	1041
3328	2074	1041
3329	2074	1040
3330	2075	1039
3331	2076	1039
3332	2076	1038
3333	2077	1038
3334	2077	1037
3335	2078	1036
3336	2078	1036
3337	2079	1035
3338	2080	1034
3339	2080	1034
3340	2081	1033
3341	2082	1032
3342	2082	1032
3343	2083	1031
3344	2083	1030
3345	2084	1030
3346	2085	1029
3347	2086	1029
3348	2086	1028
3349	2087	1027
3350	2087	1027
3351	2088	1026
3352	2089	1026
3353	2089	1025
3354	2090	1024
3355	2090	1024
3356	2091	1023
3357	2092	1022
3358	2092	1022
3359	2093	1021
3360	2093	1021
3361	2094	1020
3362	2094	1019
3363	2095	1019
3364	2096	1018
3365	2096	1017
3366	2097	1017
3367	2098	1016
3368	2098	1016
3369	2099	1015
3370	2100	1015
3371	2101	1014
3372	2101	1013
3373	2102	1013
3374	2102	1012
3375	2103	1011
3376	2103	1011
3377	2104	1010
3378	2105	1009
3379	2105	1009
3380	2106	1008
3381	2107	1008
3382	2107	1007
3383	2108	1006
3384	2109	1006
3385	2109	1005
