iter	RMSE
274	0.1291739656
275	0.1289160706
276	0.1287037813
277	0.1285157005
278	0.1283381213
279	0.1281255088
280	0.127920787
281	0.1277278988
282	0.1275484585
283	0.1273765969
284	0.127178835
285	0.1270140437
286	0.1267792684
287	0.1265824951
288	0.1263753959
289	0.1262311155
290	0.1259981054
291	0.1258065685
292	0.1256358549
293	0.1254625425
294	0.125283966
295	0.1250757578
296	0.1249098528
297	0.1247367194
298	0.1245522536
299	0.1243926965
300	0.1241935453
301	0.1240062378
302	0.1238261274
303	0.1236674859
304	0.1234807149
305	0.1233339786
306	0.1231583293
307	0.1229361485
308	0.1227795616
309	0.1226303513
310	0.12238973
311	0.1222107257
312	0.1220500285
313	0.1218931902
314	0.1217512808
315	0.121614423
316	0.1213953786
317	0.1212383536
318	0.1210826196
319	0.1209280161
320	0.1207603566
321	0.1206833317
322	0.1205946292
323	0.1204505065
324	0.1203246124
325	0.1201590906
326	0.1199993237
327	0.1198716889
328	0.1196905739
329	0.119543184
330	0.1194669325
331	0.1193356365
332	0.1191885949
333	0.1190245336
334	0.1188959396
335	0.1187828566
336	0.1186040462
337	0.1184872985
338	0.118342254
339	0.1182003365
340	0.1180724765
341	0.1179014586
342	0.1177793374
343	0.1176658368
344	0.1175782906
345	0.117463239
346	0.1173464953
347	0.1172160569
348	0.117111882
349	0.1169760783
350	0.1168469843
351	0.1167306435
352	0.1165837756
353	0.1164516723
354	0.1163297849
355	0.1162198084
356	0.1160749772
357	0.1159896804
358	0.1158440432
359	0.1157146594
360	0.1155756034
361	0.1154730911
362	0.1152943894
363	0.1151954205
364	0.1150433179
365	0.1149082484
366	0.1148064408
367	0.1147056239
368	0.1145964723
369	0.1144777178
370	0.1143787861
371	0.1142827345
372	0.1141534949
373	0.1140298776
374	0.1138665684
375	0.1137529733
376	0.1136494236
377	0.1135579829
378	0.113414656
379	0.1132664669
380	0.1131830197
381	0.1130722242
382	0.1129880848
383	0.1129026951
384	0.1127845106
385	0.1127039476
386	0.1126260765
387	0.1125205877
388	0.1123789616
389	0.1123223009
390	0.1122297357
391	0.1121556123
392	0.1120805751
393	0.1119832854
394	0.1118942847
395	0.1118022706
396	0.1117204852
397	0.1115993917
398	0.1115156303
399	0.1114158384
400	0.1113455035
401	0.111263184
402	0.1111651659
403	0.1110816353
404	0.1109648885
405	0.1108725527
406	0.1107889228
407	0.1107050792
408	0.1106170719
409	0.1105357802
410	0.1104192086
411	0.110298945
412	0.1101896503
413	0.1101162831
414	0.1100294582
415	0.1099421416
416	0.1098746635
417	0.1097671019
418	0.1096880284
419	0.109621314
420	0.1095506744
421	0.1094772758
422	0.1093945782
423	0.1093269748
424	0.1092509771
425	0.1091705844
426	0.1090785952
427	0.1089619855
428	0.1089052329
429	0.1088289904
430	0.1087675604
431	0.1086763246
432	0.1085970173
433	0.1085071514
434	0.1084234702
435	0.1083461998
436	0.1082600596
437	0.1081601324
438	0.1080791212
439	0.1080182398
440	0.1079521653
441	0.1079013985
442	0.1078451692
443	0.1077352516
444	0.1076689524
445	0.1076055147
446	0.1075148639
447	0.1074420035
448	0.1073779775
449	0.1073067406
450	0.1072639077
451	0.1071662502
452	0.1071040643
453	0.1070358907
454	0.1069785028
455	0.1069072525
456	0.1068424762
457	0.1067890274
458	0.1067045657
459	0.1066228515
460	0.1065660966
461	0.106513307
462	0.1064176858
463	0.1063602301
464	0.1062819391
465	0.1062349573
466	0.1061415583
467	0.1060814379
468	0.106036354
469	0.1059650745
470	0.1059031456
471	0.10580031
472	0.1057351773
473	0.1056775952
474	0.1055973874
475	0.1055479706
476	0.1055006102
477	0.1054686039
478	0.1053855916
479	0.1053264258
480	0.1052638701
481	0.1051786195
482	0.1051066314
483	0.1050699241
484	0.1049892144
485	0.1049406114
486	0.1048566942
487	0.104790246
488	0.1047583027
489	0.1047062274
490	0.1046505186
491	0.1045626227
492	0.1044803596
493	0.1044167569
494	0.1043660642
495	0.1043230632
496	0.104270124
497	0.1042178052
498	0.1041200814
499	0.1040488981
500	0.1039991288
501	0.103949903
502	0.1038681984
503	0.1038260744
504	0.1037875506
505	0.1037229625
506	0.10365823
507	0.1036246351
508	0.1035670866
509	0.103525893
510	0.1034591121
511	0.1033798661
512	0.1032979519
513	0.103242243
514	0.1031955324
515	0.1031488198
516	0.1031009318
517	0.1030504028
518	0.1030068932
519	0.1029296064
520	0.102843012
521	0.102803394
522	0.1027591034
523	0.1026864462
524	0.1026451724
525	0.1025860273
526	0.1025447597
527	0.1024944836
528	0.1024474911
529	0.1023747468
530	0.1023326781
531	0.1022895681
532	0.1022337457
533	0.1021877833
534	0.1021586269
535	0.1020949395
536	0.1020107239
537	0.1019697823
538	0.1019402129
539	0.1018543952
540	0.1017980221
541	0.1017477291
542	0.1016730786
543	0.1016275365
544	0.1015859164
545	0.1015513157
546	0.1015061761
547	0.1014233085
548	0.1013903999
549	0.101340683
550	0.1012770737
551	0.1012213936
552	0.1011561099
553	0.1010912622
554	0.101041297
555	0.1009902475
556	0.1009352129
557	0.1008741311
558	0.1008405015
559	0.1007734674
560	0.1007141437
561	0.1006699698
562	0.1006296974
563	0.1005656302
564	0.1005377442
565	0.1004887926
566	0.100435953
567	0.1003736077
568	0.1002923683
569	0.100238223
570	0.1002053641
571	0.1001696152
572	0.1001120706
573	0.100059658
574	0.1000238621
575	0.09995656375
576	0.09989437807
577	0.09985240185
578	0.09978209496
579	0.09973784765
580	0.09969651671
581	0.09960170556
582	0.09951383221
583	0.09946208029
584	0.0994244333
585	0.09939158695
586	0.09932248711
587	0.09926934626
588	0.09922921493
589	0.09917763678
590	0.09913925249
591	0.09910584594
592	0.09906308285
593	0.09902024093
594	0.09896995334
595	0.09893168151
596	0.09885731845
597	0.09882315279
598	0.09878827686
599	0.09875693661
600	0.09872510626
601	0.09867418644
602	0.09862771489
603	0.0985969518
604	0.09854290715
605	0.0985137797
606	0.0984587825
607	0.09840507098
608	0.09837338105
609	0.09833821757
610	0.09829146359
611	0.09823434466
612	0.09818932116
613	0.09815579357
614	0.09811843904
615	0.09808435247
616	0.0980558532
617	0.09800610195
618	0.09796954196
619	0.09791652339
620	0.09787064544
621	0.09782977339
622	0.09780087108
623	0.09777750372
624	0.09772376523
625	0.09766791339
626	0.09763625752
627	0.09760374526
628	0.0975576522
629	0.09752135376
630	0.09748238445
631	0.09745047633
632	0.09741957276
633	0.09738451322
634	0.09732869597
635	0.09730245435
636	0.09725210581
637	0.09720566435
638	0.09717732335
639	0.09710103473
640	0.09704105833
641	0.09700459523
642	0.09695816459
643	0.09690413711
644	0.09687197816
645	0.09681885094
646	0.09676862418
647	0.09671456662
648	0.09666142371
649	0.09663867288
650	0.09660724384
651	0.09657959612
652	0.09655967851
653	0.09651241019
654	0.09648469646
655	0.09643793484
656	0.09639901128
657	0.09634493322
658	0.09629048815
659	0.09625938763
660	0.09622481173
661	0.09616694862
662	0.09613411151
663	0.09610376982
664	0.09606126363
665	0.09600668051
666	0.09598074876
667	0.09591048566
668	0.09586902433
669	0.09582498573
670	0.09578391587
671	0.09572183483
672	0.0956845629
673	0.09565649542
674	0.09561233766
675	0.09557201545
676	0.0955298131
677	0.09549610298
678	0.09543945817
679	0.0954004976
680	0.09537329944
681	0.09532999879
682	0.09528702669
683	0.0952326292
684	0.09519148813
685	0.09513413038
686	0.09507784818
687	0.09504236635
688	0.09501287824
689	0.09496863926
690	0.09492219551
691	0.09488933909
692	0.0948380766
693	0.09478811446
694	0.09475220363
695	0.09470920251
696	0.09468306103
697	0.09465076175
698	0.0946056344
699	0.09457560065
700	0.09454048584
701	0.09450389946
702	0.09447780281
703	0.09444152169
704	0.09441486052
705	0.09438586251
706	0.09435155997
707	0.09431490749
708	0.09428821502
709	0.09425867717
710	0.0942157365
711	0.09417644044
712	0.09413347631
713	0.09410628197
714	0.0940724361
715	0.09403080323
716	0.09399632848
717	0.09395042071
718	0.09390791577
719	0.0938614075
720	0.09381750594
721	0.09378571108
722	0.09372482551
723	0.09368082977
724	0.0936396435
725	0.09359145534
726	0.09353407345
727	0.09350388516
728	0.09346428387
729	0.09340060072
730	0.0933446008
731	0.0932958481
732	0.09325867238
733	0.0932099907
734	0.09316789702
735	0.09314075027
736	0.09310256796
737	0.09307536773
738	0.09303103812
739	0.09297548219
740	0.09294458289
741	0.09291262895
742	0.09288821921
743	0.09285442099
744	0.09283489329
745	0.09280364532
746	0.09276570517
747	0.0927257351
748	0.0926865851
749	0.09263142738
750	0.09258958823
751	0.09255697202
752	0.09252871216
753	0.09248044003
754	0.09245402963
755	0.09241729594
756	0.09236008043
757	0.09232093849
758	0.09229494551
759	0.0922566005
760	0.092215267
761	0.09214653069
762	0.09211595237
763	0.09209377541
764	0.09205961514
765	0.09200461726
766	0.09196422221
767	0.09192672105
768	0.09188751963
769	0.09184524571
770	0.09180809608
771	0.09176905975
772	0.09173229205
773	0.0916723801
774	0.09161533036
775	0.09156506591
776	0.09151767375
777	0.09146621086
778	0.09143403811
779	0.09138116065
780	0.09133908977
781	0.09130591781
782	0.09127626828
783	0.0912074721
784	0.09117396795
785	0.09114488735
786	0.09109692174
787	0.09105249153
788	0.09101667543
789	0.09098271145
790	0.09094058134
791	0.09089063717
792	0.09085886462
793	0.09080468577
794	0.09076297097
795	0.0907358595
796	0.09070755592
797	0.09066834061
798	0.09061986407
799	0.09057620109
800	0.09054865791
801	0.09051299732
802	0.09047189782
803	0.09044049046
804	0.09040051025
805	0.09036989365
806	0.09031814155
807	0.09026838412
808	0.09021873525
809	0.09019530985
810	0.09015530479
811	0.09012379844
812	0.09009250473
813	0.09005801466
814	0.09002150157
815	0.08999386108
816	0.08995755479
817	0.08992456253
818	0.089883826
819	0.08984154459
820	0.08980815049
821	0.08977058939
822	0.08973922505
823	0.08970016445
824	0.08964221328
825	0.0895927488
826	0.08955945021
827	0.08952095815
828	0.0894714624
829	0.0894186143
830	0.08937518259
831	0.0893197412
832	0.08928146811
833	0.08925583348
834	0.0892128546
835	0.08917231048
836	0.08912729058
837	0.08907862537
838	0.08903759855
839	0.08901183545
840	0.0889765215
841	0.08893371295
842	0.08889573081
843	0.08886470274
844	0.0888361906
845	0.08880064499
846	0.088754262
847	0.08871338648
848	0.08868087887
849	0.08864152038
850	0.08860613748
851	0.08857738767
852	0.08853823467
853	0.0884991942
854	0.08846949044
855	0.08842936652
856	0.0883755377
857	0.08834396062
858	0.08829999835
859	0.08824626849
860	0.08821962277
861	0.08818717479
862	0.08815208551
863	0.08810216145
864	0.08804510406
865	0.08801149906
866	0.08795439347
867	0.08792046957
868	0.08787639848
869	0.0878470846
870	0.08782013224
871	0.08778331689
872	0.08774696557
873	0.08771294554
874	0.08765458481
875	0.08761120056
876	0.08757731715
877	0.08752747799
878	0.08748549068
879	0.08744359653
880	0.08741152704
881	0.08738569752
882	0.0873407405
883	0.08730307816
884	0.08725257107
885	0.08721264695
886	0.08718317389
887	0.08714922618
888	0.08711974491
889	0.08708588077
890	0.08705444422
891	0.08700415309
892	0.08696601588
893	0.08691482449
894	0.08689624356
895	0.08685866722
896	0.08682368982
897	0.08678105507
898	0.08674810796
899	0.08670732185
900	0.0866803969
901	0.0866524531
902	0.08660978665
903	0.08657061237
904	0.08653050199
905	0.08647531617
906	0.08642065908
907	0.08638020356
908	0.086348227
909	0.08630262163
910	0.08626358502
911	0.08622410999
912	0.0862027551
913	0.08616310225
914	0.08612959046
915	0.08609065559
916	0.0860530946
917	0.08602813225
918	0.08600998571
919	0.08597955721
920	0.08592226075
921	0.08588220618
922	0.08584743143
923	0.08581371843
924	0.08577061552
925	0.08573727687
926	0.08568794033
927	0.08565984145
928	0.085610476
929	0.08555153135
930	0.08552494798
931	0.08550205101
932	0.08545506446
933	0.08541692749
934	0.08537086722
935	0.0853214273
936	0.08529427446
937	0.08524314641
938	0.0852146465
939	0.08516891922
940	0.08513036237
941	0.08508490159
942	0.08504121885
943	0.08499686877
944	0.08497174861
945	0.08493227209
946	0.0848908743
947	0.08484877552
948	0.0848081655
949	0.08478351125
950	0.08475042461
951	0.08471438584
952	0.0846866342
953	0.08466176905
954	0.08462812803
955	0.08459101525
956	0.08454340319
957	0.08450185395
958	0.08445655207
959	0.08443019645
960	0.08438483224
961	0.08435116972
962	0.08433056864
963	0.08429417474
964	0.08424790994
965	0.08422500328
966	0.08419181832
967	0.08414849903
968	0.08411285184
969	0.08407385436
970	0.08403894232
971	0.08398858527
972	0.08396117158
973	0.083928655
974	0.08389121082
975	0.08385466234
976	0.08382349563
977	0.08378571054
978	0.08373664489
979	0.08370219416
980	0.0836700535
981	0.0836273599
982	0.08359865392
983	0.0835474345
984	0.08351354827
985	0.0834902624
986	0.08344951862
987	0.08341943519
988	0.08338730078
989	0.08335253499
990	0.08330790218
991	0.08328492627
992	0.0832627648
993	0.08323537736
994	0.0831968368
995	0.08316608909
996	0.08312785343
997	0.08308119413
998	0.08305231027
999	0.08302956892
1000	0.08298820433
1001	0.08294182869
1002	0.08289104723
1003	0.08286007457
1004	0.08281396508
1005	0.08278690932
1006	0.08275899694
1007	0.08271342439
1008	0.08268820485
1009	0.08265228525
1010	0.08261346939
1011	0.08257716573
1012	0.08254301388
1013	0.08249380874
1014	0.08247166685
1015	0.08244547278
1016	0.08239796559
1017	0.08236332266
1018	0.08232858292
1019	0.08230360721
1020	0.08225912056
1021	0.08221977964
1022	0.08218737124
1023	0.08215424838
1024	0.08211459118
1025	0.08208070941
1026	0.08205871615
1027	0.08202748768
1028	0.08199471545
1029	0.08195441438
1030	0.08192250753
1031	0.08189037935
1032	0.08185380835
1033	0.0818183058
1034	0.08179196005
1035	0.08176135692
1036	0.08172755356
1037	0.08170203847
1038	0.08166022362
1039	0.0816166043
1040	0.08158570218
1041	0.08156264181
1042	0.08153168787
1043	0.08150104369
1044	0.08147715759
1045	0.08144538744
1046	0.08141901418
1047	0.08138416206
1048	0.08134262756
1049	0.08131891002
1050	0.08128598171
1051	0.08125665941
1052	0.08122362107
1053	0.08118281499
1054	0.08113648933
1055	0.08110672591
1056	0.0810767987
1057	0.08104237744
1058	0.08100015817
1059	0.08094455628
1060	0.08090963281
1061	0.08087104002
1062	0.08083945721
1063	0.08080445179
1064	0.08077661148
1065	0.08075087537
1066	0.08073075553
1067	0.08070461621
1068	0.08066467838
1069	0.08062251459
1070	0.08059837192
1071	0.08056180202
1072	0.08052395906
1073	0.08048033795
1074	0.08045184138
1075	0.0804195942
1076	0.08039085492
1077	0.08034754121
1078	0.08032099599
1079	0.08028652635
1080	0.08026227205
1081	0.08023014905
1082	0.08020308484
1083	0.08017543447
1084	0.08014209207
1085	0.08011149852
1086	0.08008013907
1087	0.08004947685
1088	0.08001968127
1089	0.07999795444
1090	0.07996322669
1091	0.07992266951
1092	0.07988619579
1093	0.07986022662
1094	0.07983358346
1095	0.07980296533
1096	0.07977456854
1097	0.0797325503
1098	0.07969593307
1099	0.07965556385
1100	0.07960979925
1101	0.07957467765
1102	0.07953033974
1103	0.07948544763
1104	0.07945669296
1105	0.079429813
1106	0.07939468638
1107	0.07936396799
1108	0.07933493678
1109	0.07929419925
1110	0.0792629885
1111	0.07922947095
1112	0.07920930037
1113	0.07916161415
1114	0.0791332538
1115	0.07910491325
1116	0.07907914323
1117	0.07903052836
1118	0.07900122903
1119	0.07897421736
1120	0.07894518859
1121	0.07892453469
1122	0.07890339418
1123	0.07887823596
1124	0.0788486771
1125	0.07881997023
1126	0.07878428866
1127	0.07876276787
1128	0.07871567121
1129	0.07868356403
1130	0.07865611353
1131	0.07862124138
1132	0.07857256142
1133	0.07854881632
1134	0.07851205301
1135	0.07848658265
1136	0.07846378322
1137	0.07844313699
1138	0.07841782934
1139	0.0783807452
1140	0.07835562561
1141	0.07832409168
1142	0.07828648128
1143	0.07826339905
1144	0.07823720103
1145	0.07820343775
1146	0.07817709099
1147	0.078140664
1148	0.07811456971
1149	0.07808192804
1150	0.07804982528
1151	0.07803021986
1152	0.07798203538
1153	0.07795131574
1154	0.07792183384
1155	0.07789158019
1156	0.07786292134
1157	0.07783266246
1158	0.07779529876
1159	0.07777087231
1160	0.0777280414
1161	0.07768947125
1162	0.07765424863
1163	0.07762048539
1164	0.07759858292
1165	0.07756989327
1166	0.07753548358
1167	0.07749135404
1168	0.07747163946
1169	0.07745032886
1170	0.07741778224
1171	0.07739878424
1172	0.07737401335
1173	0.0773318006
1174	0.07730585651
1175	0.07726681464
1176	0.07722962114
1177	0.0772061496
1178	0.07718747006
1179	0.07716251613
1180	0.07713189496
1181	0.07710588416
1182	0.0770729012
1183	0.07702867655
1184	0.07699740689
1185	0.07696912484
1186	0.07693273507
1187	0.07689493824
1188	0.07687386757
1189	0.07684951783
1190	0.07681303375
1191	0.07678644846
1192	0.07675311783
1193	0.07671950334
1194	0.07669141177
1195	0.0766592907
1196	0.07663142469
1197	0.07661459428
1198	0.07658280514
1199	0.07655552201
1200	0.07653471816
1201	0.07651269061
1202	0.076488541
1203	0.07646282712
1204	0.07644183179
1205	0.07642066477
1206	0.07640411762
1207	0.0763796497
1208	0.07633855539
1209	0.0763179836
1210	0.07629211257
1211	0.07625030536
1212	0.07622630875
1213	0.0761933743
1214	0.0761757863
1215	0.07613483479
1216	0.0761056489
1217	0.07608097796
1218	0.07605656045
1219	0.07602440989
1220	0.0760039223
1221	0.07597917629
1222	0.0759594299
1223	0.07592443574
1224	0.07590272419
1225	0.07586667268
1226	0.07583647957
1227	0.07581583709
1228	0.07578978977
1229	0.07576524597
1230	0.07574224265
1231	0.07571452182
1232	0.07567613776
1233	0.07565064316
1234	0.07563283539
1235	0.07560785406
1236	0.07558666246
1237	0.07555925349
1238	0.07553445173
1239	0.07550057599
1240	0.07545820067
1241	0.0754293621
1242	0.07540875992
1243	0.0753893364
1244	0.07535560938
1245	0.07532831373
1246	0.07529612491
1247	0.07525312557
1248	0.07522999261
1249	0.07519407171
1250	0.0751655889
1251	0.07512704374
1252	0.07509717746
1253	0.07507123542
1254	0.07505247774
1255	0.07501855178
1256	0.07498607503
1257	0.07496711676
1258	0.07494398629
1259	0.0749129255
1260	0.07488880663
1261	0.07485087346
1262	0.07483029368
1263	0.07480652022
1264	0.07477631657
1265	0.07475786402
1266	0.07471568129
1267	0.07468223795
1268	0.07465287952
1269	0.07463444634
1270	0.07461481288
1271	0.07458553472
1272	0.07456563618
1273	0.07453485533
1274	0.0745128269
1275	0.07449129297
1276	0.07446552936
1277	0.07443764685
1278	0.07440727106
1279	0.07437515023
1280	0.07434999846
1281	0.07432132718
1282	0.07429669449
1283	0.07426605369
1284	0.07424050187
1285	0.0742141231
1286	0.07419059544
1287	0.07416276021
1288	0.07413710886
1289	0.07409634894
1290	0.0740723268
1291	0.07404799649
1292	0.07401744733
1293	0.07398735936
1294	0.07395758595
1295	0.07393645107
1296	0.07390577107
1297	0.07387288841
1298	0.07385443766
1299	0.07383286946
1300	0.07380547726
1301	0.07379406491
1302	0.0737682632
1303	0.07373307614
1304	0.07370835784
1305	0.07367278847
1306	0.07365113246
1307	0.07362766486
1308	0.07361045245
1309	0.07358192079
1310	0.07355947831
1311	0.07352440512
1312	0.07349358666
1313	0.0734749419
1314	0.07344225229
1315	0.07340753897
1316	0.07337249094
1317	0.07333567943
1318	0.0733203275
1319	0.0732962802
1320	0.07326555001
1321	0.07325217578
1322	0.07323345871
1323	0.07321111743
1324	0.07318459292
1325	0.07315549377
1326	0.07312422062
1327	0.07308549259
1328	0.07305162305
1329	0.07301663615
1330	0.072980688
1331	0.07294088429
1332	0.07292549329
1333	0.07289909321
1334	0.07286694029
1335	0.07284434885
1336	0.07280943602
1337	0.07278895822
1338	0.07275235989
1339	0.07273085262
1340	0.07270233473
1341	0.0726795869
1342	0.07265248764
1343	0.07262976727
1344	0.07260921586
1345	0.07258158044
1346	0.07256538795
1347	0.07254503815
1348	0.07253313759
1349	0.07250450658
1350	0.07248461087
1351	0.07245648273
1352	0.07242693157
1353	0.07239559384
1354	0.07235772062
1355	0.07233113944
1356	0.07231639134
1357	0.07229045522
1358	0.07226481075
1359	0.07225373447
1360	0.07221633524
1361	0.07219959773
1362	0.0721765628
1363	0.07215386596
1364	0.07213424335
1365	0.07209779909
1366	0.07207943686
1367	0.07203938319
1368	0.07202161879
1369	0.07199015677
1370	0.07197683053
1371	0.07195270797
1372	0.07193179668
1373	0.07190416267
1374	0.07188515012
1375	0.07186928819
1376	0.07184199969
1377	0.07181146884
1378	0.0717935836
1379	0.07176575321
1380	0.07173886808
1381	0.07171299906
1382	0.07168453704
1383	0.07166426027
1384	0.07163753207
1385	0.07160566298
1386	0.07158954597
1387	0.07155334404
1388	0.07151969214
1389	0.07150258751
1390	0.07148015097
1391	0.07146277988
1392	0.0714335858
1393	0.07139817149
1394	0.07136785931
1395	0.07135104586
1396	0.07131888948
1397	0.07129932377
1398	0.0712807508
1399	0.07125530646
1400	0.07124495694
1401	0.07122295164
1402	0.07119185637
1403	0.07116799874
1404	0.07113796194
1405	0.07110669446
1406	0.07108747221
1407	0.07106233267
1408	0.07103096188
1409	0.07100410613
1410	0.07096904913
1411	0.07094382585
1412	0.07090617998
1413	0.0708905493
1414	0.07085378763
1415	0.07082190358
1416	0.07080073445
1417	0.07077032823
1418	0.07075945623
1419	0.070728858
1420	0.07071167016
1421	0.07068130303
1422	0.07065809181
1423	0.07061988326
1424	0.07058989895
1425	0.07057267211
1426	0.07055322463
1427	0.0705282704
1428	0.07050295141
1429	0.07047733765
1430	0.07046413624
1431	0.07044479404
1432	0.07042875418
1433	0.07041909181
1434	0.07039109489
1435	0.07036267652
1436	0.07034614292
1437	0.07032723718
1438	0.07030043937
1439	0.07026820826
1440	0.07024043784
1441	0.07022153876
1442	0.07020278599
1443	0.07015841918
1444	0.07014084481
1445	0.07012238654
1446	0.07009998708
1447	0.070083574
1448	0.0700578835
1449	0.07004284358
1450	0.07001838026
1451	0.0699990851
1452	0.06997289411
1453	0.06994218492
1454	0.06991149385
1455	0.0698833346
1456	0.06985926587
1457	0.06983157845
1458	0.06980482898
1459	0.0697809781
1460	0.06976382683
1461	0.06973796742
1462	0.0697090432
1463	0.06967561973
1464	0.06964986973
1465	0.06961744703
1466	0.06960083174
1467	0.06957505995
1468	0.06954997782
1469	0.06953485167
1470	0.06950797922
1471	0.06948728536
1472	0.06947341189
1473	0.06944057949
1474	0.06941416601
1475	0.06939345936
1476	0.06936805271
1477	0.06933365942
1478	0.06931035141
1479	0.06928545142
1480	0.06925727812
1481	0.06922276166
1482	0.06918866603
1483	0.06915352005
1484	0.06913347069
1485	0.06911683086
1486	0.06909785634
1487	0.06906846038
1488	0.06904668608
1489	0.06902623462
1490	0.06900279781
1491	0.06897710384
1492	0.06894843206
1493	0.068928028
1494	0.06890124643
1495	0.06888530118
1496	0.06886894791
1497	0.06884148597
1498	0.06882803265
1499	0.06881890959
1500	0.06878583624
1501	0.06875873741
1502	0.06874753658
1503	0.06872226077
